"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[163]",-1.22,0,0.48,-2.31,-1.5,-1.16,-0.87,-0.46,12762.78,1
"log_lik[164]",0.03,0,0.23,-0.44,-0.1,0.04,0.18,0.46,8984.86,1
"log_lik[165]",0.03,0,0.23,-0.44,-0.1,0.04,0.18,0.46,8984.86,1
"log_lik[166]",-0.34,0,0.23,-0.85,-0.48,-0.32,-0.17,0.06,6329.02,1
"log_lik[167]",-0.34,0,0.23,-0.85,-0.48,-0.32,-0.17,0.06,6329.02,1
"log_lik[168]",-2.14,0.01,0.77,-4.05,-2.49,-1.97,-1.59,-1.12,14091.92,1
"log_lik[169]",-1.28,0,0.31,-1.94,-1.48,-1.26,-1.07,-0.76,5457.76,1
"log_lik[170]",-1.28,0,0.31,-1.94,-1.48,-1.26,-1.07,-0.76,5457.76,1
"log_lik[171]",-1.36,0,0.29,-1.97,-1.54,-1.34,-1.15,-0.85,6867.53,1
"log_lik[172]",-1.65,0,0.33,-2.38,-1.84,-1.62,-1.42,-1.11,13851.01,1
"log_lik[173]",-2.27,0.01,0.63,-3.68,-2.63,-2.23,-1.86,-1.15,8184.25,1
"log_lik[174]",-1.96,0,0.38,-2.89,-2.15,-1.9,-1.69,-1.37,6907.95,1
"log_lik[175]",-1.48,0,0.3,-2.14,-1.67,-1.46,-1.27,-0.96,9179.25,1
"log_lik[176]",-1.48,0,0.3,-2.14,-1.67,-1.46,-1.27,-0.96,9179.25,1
"log_lik[177]",-1.32,0,0.34,-2.11,-1.52,-1.28,-1.08,-0.77,5803.67,1
"log_lik[178]",-1.32,0,0.34,-2.11,-1.52,-1.28,-1.08,-0.77,5803.67,1
"log_lik[179]",-3.42,0.01,1.47,-7.05,-4.19,-3.18,-2.35,-1.36,10322.95,1
"log_lik[180]",-0.67,0,0.32,-1.44,-0.84,-0.62,-0.44,-0.18,10142.02,1
"log_lik[181]",0.47,0.01,0.35,-0.2,0.21,0.47,0.72,1.13,3259.72,1
"log_lik[182]",0.47,0.01,0.35,-0.2,0.21,0.47,0.72,1.13,3259.72,1
"log_lik[183]",-0.12,0.01,0.44,-1.14,-0.37,-0.07,0.18,0.6,6500.75,1
"log_lik[184]",-1.31,0.01,0.81,-3.46,-1.62,-1.13,-0.79,-0.29,12023.52,1
"log_lik[185]",-0.98,0.01,0.63,-2.5,-1.27,-0.87,-0.55,-0.09,12599.31,1
"log_lik[186]",-1.94,0.01,0.91,-4.02,-2.47,-1.82,-1.27,-0.54,12196.4,1
"log_lik[187]",-0.77,0.01,0.43,-1.74,-1.02,-0.74,-0.47,-0.02,5622.35,1
"log_lik[188]",-1,0.01,0.65,-2.62,-1.29,-0.9,-0.58,-0.05,6472.57,1
"log_lik[189]",-1.01,0.01,0.66,-2.49,-1.43,-0.94,-0.52,0.05,8533.27,1
